Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1550220057,House,3 + Den,1.5,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1250,1750
Ad ID 1550228509,House,4 + Den,1,No,No,No,2,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1800
Ad ID 1550236174,Apartment,1,1,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,,1305
Ad ID 1550236395,Apartment,2,1,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,900
Ad ID 1550236405,Apartment,1,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,899
Ad ID 1550236576,Apartment,2,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1200
Ad ID 1550237157,House,2,1,No,No,No,0,Yes,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,,900
Ad ID 1550237202,Apartment,3,1,No,No,No,0,Yes,No,No,Not Included,Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550237390,Apartment,1,1,No,No,Yes,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,1050
Ad ID 1550238172,House,2,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,1225
Ad ID 1550238267,Apartment,2,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1200
Ad ID 1550238688,Apartment,2,1,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,,995
Ad ID 1550239543,House,4,2,No,No,No,0,No,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1395
Ad ID 1550239547,House,3,1,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1350
Ad ID 1550239571,House,2,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,1450
Ad ID 1550239700,House,3 + Den,2,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Roseland,,1950
Ad ID 1550239746,House,4,2,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Roseland,,2300
Ad ID 1550239830,House,1,1,No,No,No,1,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550239888,House,4 + Den,2,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,,2100
Ad ID 1550240070,Apartment,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor East East Walkerville,600,1150
Ad ID 1550246126,House,3,1.5,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Forest Glade,1000,1800
Ad ID 1550246749,House,3,2,No,No,No,2,Yes,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,1500,
Ad ID 1550246804,Apartment,2,1,Yes,Yes,Yes,1,Limited,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,1200,1300
Ad ID 1550263930,House,4,2,No,No,No,0,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1400,
Ad ID 1550280676,House,4,1.5,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor East Riverside,2000,1850
Ad ID 1550281137,House,3 + Den,1,No,No,No,1,No,No,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,2500,1800
Ad ID 1550281364,House,4,1.5,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor East Riverside,2000,1850
Ad ID 1550281810,House,4,2,No,No,No,2,Limited,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1550,1950
Ad ID 1550284281,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700,925
Ad ID 1550284336,House,5+,2,No,No,No,0,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,2000,1650
Ad ID 1550284870,House,2,1,No,No,No,2,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,800,1700
Ad ID 1550286200,House,2,1,No,No,No,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,800,1700
Ad ID 1550287345,Apartment,1,1,No,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,700,925
Ad ID 1550294407,House,2,1,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,850,1450
Ad ID 1550299979,Apartment,2,1,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,700,1300
Ad ID 1550302768,Duplex/Triplex,3,1,Yes,Yes,Yes,0,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1450
Ad ID 1550304194,Basement,1,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor South Walkerville West Fontainbleu Walker,1000,
Ad ID 1550304731,Duplex/Triplex,2,1,No,No,No,2,No,Yes,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000,1800
Ad ID 1550308268,House,3,2.5,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South Walkerville West Fontainbleu Walker,1900,
Ad ID 1550318532,Duplex/Triplex,2 + Den,2,No,Yes,Yes,0,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1300,1395
Ad ID 1550320700,Apartment,2,1,No,No,No,0,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800,1275
Ad ID 1550321781,Apartment,Bachelor/Studio,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,750,842
Ad ID 1550327593,Condo,1,1,No,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,500,970
Ad ID 1550333256,Apartment,1,1,Yes,Yes,Yes,0,Yes,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,800,1150
Ad ID 1550343354,Apartment,4,1,Yes,Yes,Yes,2,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1500,
Ad ID 1550348178,Basement,1,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1100,1300
Ad ID 1550351745,Townhouse,2,1,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1100,1100
Ad ID 1550354216,Basement,1 + Den,1,No,No,No,0,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,400,900
Ad ID 1550354217,Basement,1 + Den,1,No,No,No,0,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,400,900
Ad ID 1550357187,House,5+,2,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1300,1550
Ad ID 1550357935,Townhouse,3,3,Yes,Yes,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1640,3000
Ad ID 1550366122,Apartment,2,1,No,No,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,700,1200
Ad ID 1550379820,Townhouse,3 + Den,2,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1100,2100
Ad ID 1550380102,Townhouse,2,1,No,No,No,2,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1100,1400
Ad ID 1550385111,Apartment,2,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1150
Ad ID 1550385120,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South Central West Walkerville Remington P,,1100
Ad ID 1550385125,Apartment,2,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1050
Ad ID 1550385141,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550385158,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,,950
Ad ID 1550385176,Apartment,2,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,1150
Ad ID 1550385199,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,775
Ad ID 1550385205,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,925
Ad ID 1550385215,House,3,1,No,No,No,0,No,Yes,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East Forest Glade,,1300
Ad ID 1550385221,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,,1100
Ad ID 1550385443,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,950
Ad ID 1550385444,Apartment,3,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,1200
Ad ID 1550385448,Apartment,2,1,No,Yes,Yes,0,No,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,1050
Ad ID 1550385585,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,800
Ad ID 1550385656,Apartment,1,1,No,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East East Walkerville,,895
Ad ID 1550386098,Apartment,1,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,895
Ad ID 1550386102,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,1 Year,Windsor University South Cameron,,895
Ad ID 1550386132,Apartment,1,1,No,No,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1050
Ad ID 1550386137,Apartment,2,1,No,No,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1200
Ad ID 1550386686,Apartment,2,1,No,Yes,Yes,0,No,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1030
Ad ID 1550386687,Apartment,Bachelor/Studio,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,800
Ad ID 1550386689,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1030
Ad ID 1550386691,Apartment,1,1,No,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1050
Ad ID 1550392766,House,4,2,No,No,No,2,No,No,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1400,1850
